STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 00:03,FM-16,BKN:07 22,10.00,,51,10.6,47,8.4,43,6.1,74,11,270,,29.96,,,,,29.97,,,,,,,,,,0725,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 00:13,FM-16,SCT:04 22,10.00,,51,10.6,47,8.4,43,6.1,74,14,250,,29.95,,,,,29.96,,,,,,,,,,0725,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 00:31,FM-16,BKN:07 22,10.00,,50,10.0,47,8.1,43,6.1,77,10,250,,29.95,,,,,29.96,,,,,,,,,,0725,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 00:56,FM-15,OVC:08 20,10.00,,51,10.6,47,8.4,43,6.1,74,13,270,18,29.95,0,,29.96,0.00,29.96,,,,,,,,,,0725,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 01:56,FM-15,OVC:08 22,10.00,,51,10.6,47,8.2,42,5.6,71,17,280,24,29.96,,,29.97,0.00,29.97,,,,,,,,,,0725,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 02:56,FM-15,OVC:08 24,10.00,,51,10.6,46,7.9,41,5.0,69,20,260,29,29.96,,,29.97,0.00,29.97,,,,,,,,,,0725,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 03:56,FM-15,OVC:08 24,10.00,,50,10.0,45,7.4,40,4.4,68,20,270,29,29.93,8,,29.94,0.00,29.94,,,,,,,,,,0725,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 04:56,FM-15,FEW:02 20 OVC:08 23,10.00,,50,10.0,46,7.6,41,5.0,71,16,250,,29.91,,,29.93,0.00,29.93,,,,,,,,,,0725,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 05:56,FM-15,FEW:02 20 OVC:08 23,10.00,,50,10.0,46,7.6,41,5.0,71,11,270,,29.91,,,29.93,0.00,29.93,,,,,,,,,,0725,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 06:56,FM-15,FEW:02 20 OVC:08 22,10.00,,50,10.0,45,7.4,40,4.4,68,15,280,,29.93,3,,29.95,0.00,29.94,,,,,,,,,,0725,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 07:56,FM-15,FEW:02 20 BKN:07 27,10.00,,49,9.4,44,6.6,38,3.3,66,13,270,,29.93,,,29.94,0.00,29.94,,,,,,,,,,0725,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 08:56,FM-15,FEW:02 20 BKN:07 27,10.00,,50,10.0,44,6.7,37,2.8,61,17,260,,29.93,,,29.94,0.00,29.94,,,,,,,,,,0725,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 09:03,FM-16,FEW:02 30,10.00,,50,10.0,44,6.7,37,2.8,61,20,270,24,29.93,,,,,29.94,,,,,,,,,,0725,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 09:56,FM-15,FEW:02 45,10.00,,50,10.0,43,6.3,35,1.7,57,21,280,33,29.94,3,,29.95,0.00,29.95,,,,,,,,,,0725,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 10:56,FM-15,FEW:02 45,10.00,,52,11.1,44,6.8,35,1.7,53,18,280,,29.96,,,29.97,0.00,29.97,,,,,,,,,,0725,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 11:56,FM-15,FEW:02 45,10.00,,53,11.7,45,7.3,36,2.2,52,23,280,29,29.95,,,29.96,0.00,29.96,,,,,,,,,,0725,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 12:56,FM-15,FEW:02 45,10.00,,53,11.7,45,7.1,35,1.7,51,23,270,30,29.93,8,,29.94,0.00,29.94,,,,,,,,,,0725,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 13:56,FM-15,FEW:02 45,10.00,,53,11.7,45,7.3,36,2.2,52,22,280,,29.91,,,29.93,0.00,29.93,,,,,,,,,,0725,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 14:56,FM-15,FEW:02 25 FEW:02 35 SCT:04 200,10.00,,53,11.7,45,7.1,35,1.7,51,23,280,30,29.91,,,29.92,0.00,29.92,,,,,,,,,,0725,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 15:56,FM-15,FEW:02 25 FEW:02 35 SCT:04 200,10.00,,51,10.6,44,6.8,36,2.2,56,22,290,,29.91,5,,29.93,0.00,29.93,,,,,,,,,,0725,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 16:00,FM-12,26,,,51,10.6,44,6.8,36,2.2,56,22,290,,29.84,5,+0.01,29.93,,,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 16:56,FM-15,FEW:02 35 FEW:02 200,10.00,,49,9.4,43,6.0,35,1.7,59,14,290,,29.91,,,29.94,0.00,29.93,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 17:56,FM-15,FEW:02 27 FEW:02 44 SCT:04 55,10.00,,49,9.4,44,6.4,37,2.8,64,14,280,,29.91,,,29.94,0.00,29.93,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 18:56,FM-15,FEW:02 27 SCT:04 47 SCT:04 60,10.00,,49,9.4,44,6.6,38,3.3,66,8,230,,29.94,3,,29.95,0.00,29.95,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 19:36,FM-16,SCT:04 21 SCT:04 33 BKN:07 41,9.00,-RA:02 |RA:61 |,47,8.3,43,6.3,39,3.9,74,10,290,,29.95,,,,0.01,29.96,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 19:56,FM-15,FEW:02 21 SCT:04 38 BKN:07 70,10.00,,48,8.9,44,6.6,39,3.9,71,7,260,,29.95,,,29.96,0.01,29.96,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 20:56,FM-15,SCT:04 36 BKN:07 44 BKN:07 70,10.00,,47,8.3,43,6.3,39,3.9,74,7,250,,29.98,,,29.99,0.03,29.99,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 21:56,FM-15,FEW:02 25 SCT:04 36 BKN:07 46,10.00,,47,8.3,44,6.8,41,5.0,80,9,210,,29.98,1,,29.99,0.00,29.99,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 22:00,FM-12,26,,,47,8.3,44,6.8,41,5.0,80,9,210,,29.90,1,-0.04,29.99,,,51,47,49,-0.6,,,,16,0,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 22:56,FM-15,FEW:02 15 SCT:04 55 BKN:07 70,10.00,,47,8.3,44,6.8,41,5.0,80,7,200,,29.96,,,29.99,T,29.98,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 23:56,FM-15,FEW:02 21 BKN:07 28 OVC:08 46,7.00,-RA:02 |RA:61 |,47,8.3,43,6.3,39,3.9,74,14,320,,29.96,,,29.99,0.01,29.98,54,47,50,0.4,,,,15,0,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-01 23:59,SOD,,,,,,,,,,,,,,,,,,,,54,46,50,0.4,65,38,45,15,0,0725,1703,RA:16,0.05,,,29.94,29.95,15.5,35,280,29,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-02 00:56,FM-15,FEW:02 15 SCT:04 28 OVC:08 40,10.00,,45,7.2,43,6.0,40,4.4,83,5,180,,29.98,3,,29.99,T,29.99,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-02 01:56,FM-15,FEW:02 15 SCT:04 47 BKN:07 60,10.00,,45,7.2,43,6.2,41,5.0,86,7,160,,29.98,,,29.99,0.00,29.99,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-02 02:56,FM-15,FEW:02 41 SCT:04 60 BKN:07 75,10.00,,46,7.8,44,6.5,41,5.0,83,7,170,,29.98,,,29.99,0.00,29.99,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-02 03:56,FM-15,FEW:02 31 SCT:04 36 BKN:07 85,10.00,,45,7.2,43,6.0,40,4.4,83,8,270,,29.99,3,,30.00,0.00,30.00,,,,,,,,,,0725,1703,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-02 04:00,FM-12,26,,,45,7.2,43,6.0,40,4.4,83,8,270,,29.91,3,-0.01,30.00,,,54,45,50,0.4,,,,15,0,0725,1703,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-02 04:56,FM-15,FEW:02 19 SCT:04 28 BKN:07 38,10.00,,45,7.2,43,6.0,40,4.4,83,0,000,,29.98,,,29.99,0.04,29.99,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-02 05:56,FM-15,FEW:02 16 BKN:07 42 BKN:07 70,10.00,,44,6.7,43,5.9,41,5.0,89,6,150,,29.98,,,29.99,0.00,29.99,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-02 06:56,FM-15,FEW:02 22 BKN:07 41 BKN:07 180,10.00,,44,6.7,43,5.9,41,5.0,89,7,140,,29.99,5,,30.00,0.00,30.00,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-02 07:56,FM-15,FEW:02 12 SCT:04 45 BKN:07 180,10.00,,44,6.7,42,5.7,40,4.4,85,5,130,,30.00,,,30.01,0.00,30.01,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-02 08:56,FM-15,FEW:02 12 BKN:07 60 BKN:07 180,10.00,,45,7.2,43,6.0,40,4.4,83,3,160,,30.00,,,30.01,0.00,30.01,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-02 09:56,FM-15,FEW:02 10 SCT:04 44 BKN:07 80,10.00,,47,8.3,43,6.3,39,3.9,74,7,160,,30.01,3,,30.03,0.00,30.03,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-02 10:00,FM-12,15,,,47,8.3,43,6.3,39,3.9,74,7,160,,29.94,3,-0.04,30.03,,,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-02 10:56,FM-15,FEW:02 20 SCT:04 43 BKN:07 70,10.00,,48,8.9,45,7.3,42,5.6,80,9,120,,30.01,,,30.04,0.00,30.03,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-02 11:56,FM-15,FEW:02 20 BKN:07 70 BKN:07 85,10.00,,52,11.1,47,8.2,41,5.0,66,8,VRB,,30.01,,,30.02,0.00,30.02,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-02 12:56,FM-15,FEW:02 25 BKN:07 33 OVC:08 44,10.00,,52,11.1,46,7.7,39,3.9,61,15,200,,30.01,8,,30.02,0.00,30.02,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-02 13:56,FM-15,FEW:02 25 SCT:04 32 OVC:08 47,10.00,,51,10.6,45,7.4,39,3.9,64,15,200,,30.01,,,30.02,0.00,30.02,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-02 14:56,FM-15,FEW:02 20 SCT:04 38 BKN:07 65,10.00,,52,11.1,46,7.7,39,3.9,61,11,190,,30.01,,,30.02,0.00,30.02,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-02 15:56,FM-15,FEW:02 19 SCT:04 29 BKN:07 36,10.00,,51,10.6,46,7.7,40,4.4,66,10,190,,30.01,1,,30.02,0.00,30.02,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-02 16:00,FM-12,15,,,51,10.6,46,7.7,40,4.4,66,10,190,,29.93,,,30.02,,,,,,,,,,,,0725,1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-02 16:56,FM-15,FEW:02 18 SCT:04 29 BKN:07 40,10.00,,51,10.6,46,7.9,41,5.0,69,8,170,,30.01,,,30.02,0.00,30.02,,,,,,,,,,0725,1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-02 17:56,FM-15,FEW:02 21 SCT:04 29 BKN:07 45,10.00,,50,10.0,46,7.9,42,5.6,74,7,150,,30.01,,,30.03,0.00,30.03,,,,,,,,,,0725,1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-02 18:56,FM-15,FEW:02 12 SCT:04 27 BKN:07 33,10.00,,50,10.0,46,7.9,42,5.6,74,13,140,,30.03,3,,30.04,0.00,30.04,,,,,,,,,,0725,1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-02 19:56,FM-15,FEW:02 15 SCT:04 29 BKN:07 33,10.00,,50,10.0,46,7.9,42,5.6,74,9,140,,30.04,,,30.05,0.00,30.05,,,,,,,,,,0725,1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-02 20:56,FM-15,FEW:02 15 SCT:04 32 BKN:07 44,10.00,-RA:02 |RA:61 |,49,9.4,46,7.8,43,6.1,80,8,130,,30.04,,,30.06,0.01,30.06,,,,,,,,,,0725,1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-02 21:56,FM-15,FEW:02 15 SCT:04 21 BKN:07 39,10.00,-RA:02 |RA:61 |,49,9.4,46,7.8,43,6.1,80,0,000,,30.04,1,,30.06,0.01,30.06,,,,,,,,,,0725,1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-02 22:00,FM-12,15,,||RA:61,49,9.4,46,7.8,43,6.1,80,0,000,,29.97,1,-0.02,30.06,,,52,45,48,-1.6,,,,17,0,0725,1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2.4,37.6197,-122.3647,2017-01-02 22:56,FM-15,FEW:02 13 SCT:04 22 BKN:07 38,5.00,-RA:02 |RA:61 |,49,9.4,46,7.8,43,6.1,80,3,320,,30.06,,,30.09,0.02,30.08,,,,,,,,,,0725,1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
